,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
380,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649061,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,,,CHEMBL1909046,,,,CHEMBL3039597,GENTAMICIN,CHEMBL3039597,,False,,1539803,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
381,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649062,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,,,CHEMBL1909046,,,,CHEMBL3039597,GENTAMICIN,CHEMBL3039597,,False,,1539803,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
382,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649177,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,NCC(=O)O,,,CHEMBL1909046,,,,CHEMBL773,GLYCINE,CHEMBL773,,False,,1539811,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
383,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649178,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,NCC(=O)O,,,CHEMBL1909046,,,,CHEMBL773,GLYCINE,CHEMBL773,,False,,1539811,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
384,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649311,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,,CHEMBL1909046,,,,CHEMBL562,GRISEOFULVIN,CHEMBL562,,False,,1539819,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
385,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649312,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,,CHEMBL1909046,,,,CHEMBL562,GRISEOFULVIN,CHEMBL562,,False,,1539819,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
386,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649735,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=P1(NCCCl)OCCCN1CCCl,,,CHEMBL1909046,,,,CHEMBL1024,IFOSFAMIDE,CHEMBL1024,,False,,1539843,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
387,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649736,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=P1(NCCCl)OCCCN1CCCl,,,CHEMBL1909046,,,,CHEMBL1024,IFOSFAMIDE,CHEMBL1024,,False,,1539843,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
388,,7649854,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1909046,,,"{'bei': '12.05', 'le': '0.22', 'lle': '-1.56', 'sei': '19.15'}",CHEMBL305660,EBASTINE,CHEMBL305660,5.66,False,http://www.openphacts.org/units/Nanomolar,1539723,=,15,True,=,,IC50,nM,,2197.4,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,uM,UO_0000065,,2.1974
389,,7649855,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1909046,,,"{'bei': '12.76', 'le': '0.23', 'lle': '-1.23', 'sei': '20.28'}",CHEMBL305660,EBASTINE,CHEMBL305660,5.99,False,http://www.openphacts.org/units/Nanomolar,1539723,=,15,True,=,,Ki,nM,,1020.2,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,uM,UO_0000065,,1.0202
390,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649941,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,,CHEMBL1909046,,,,CHEMBL1902981,EPERISONE,CHEMBL1902981,,False,,1539731,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
391,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7649942,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,,CHEMBL1909046,,,,CHEMBL1902981,EPERISONE,CHEMBL1902981,,False,,1539731,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
392,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7650512,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,,,CHEMBL1909046,,,,CHEMBL1297,FENOPROFEN,CHEMBL1297,,False,,1539763,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
393,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7650513,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,,,CHEMBL1909046,,,,CHEMBL1297,FENOPROFEN,CHEMBL1297,,False,,1539763,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
394,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7650654,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1[nH]c(=O)ncc1F,,,CHEMBL1909046,,,,CHEMBL1463,FLUCYTOSINE,CHEMBL1463,,False,,1539771,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
395,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7650655,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Nc1[nH]c(=O)ncc1F,,,CHEMBL1909046,,,,CHEMBL1463,FLUCYTOSINE,CHEMBL1463,,False,,1539771,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
396,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7650749,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,,CHEMBL1909046,,,,CHEMBL1501,FLUOCINONIDE,CHEMBL1501,,False,,1539779,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
397,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7650750,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,,CHEMBL1909046,,,,CHEMBL1501,FLUOCINONIDE,CHEMBL1501,,False,,1539779,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
398,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7651660,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,,,CHEMBL1909046,,,,CHEMBL433257,HARRINGTONINE,CHEMBL433257,,False,,1539828,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
399,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7651661,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,,,CHEMBL1909046,,,,CHEMBL433257,HARRINGTONINE,CHEMBL433257,,False,,1539828,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
400,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7651769,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,CHEMBL1909046,,,,CHEMBL1535,HYDROXYCHLOROQUINE,CHEMBL1535,,False,,1539836,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
401,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7651770,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,CHEMBL1909046,,,,CHEMBL1535,HYDROXYCHLOROQUINE,CHEMBL1535,,False,,1539836,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
402,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652227,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CNC[C@H](O)c1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL679,EPINEPHRINE,CHEMBL679,,False,,1539732,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
403,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652228,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CNC[C@H](O)c1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL679,EPINEPHRINE,CHEMBL679,,False,,1539732,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
404,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652307,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,,,CHEMBL1909046,,,,CHEMBL768,ESMOLOL,CHEMBL768,,False,,1539740,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
405,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652308,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,,,CHEMBL1909046,,,,CHEMBL768,ESMOLOL,CHEMBL768,,False,,1539740,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
406,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652416,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCC1(C)CC(=O)NC1=O,,,CHEMBL1909046,,,,CHEMBL696,ETHOSUXIMIDE,CHEMBL696,,False,,1539748,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
407,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652417,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCC1(C)CC(=O)NC1=O,,,CHEMBL1909046,,,,CHEMBL696,ETHOSUXIMIDE,CHEMBL696,,False,,1539748,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
408,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652547,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,C=CCc1ccc(O)c(OC)c1,,,CHEMBL1909046,,,,CHEMBL42710,EUGENOL,CHEMBL42710,,False,,1539756,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
409,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7652548,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,C=CCc1ccc(O)c(OC)c1,,,CHEMBL1909046,,,,CHEMBL42710,EUGENOL,CHEMBL42710,,False,,1539756,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
410,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653097,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,,,CHEMBL1909046,,,,CHEMBL2220442,FLUVASTATIN,CHEMBL2220442,,False,,1539788,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
411,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653098,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,,,CHEMBL1909046,,,,CHEMBL2220442,FLUVASTATIN,CHEMBL2220442,,False,,1539788,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
412,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653241,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,OC[C@H]1OC2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)OC(OC9[C@@H](CO)OC(C1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,,,CHEMBL1909046,,,,CHEMBL407030,,CHEMBL407030,,False,,1539796,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
413,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653242,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,OC[C@H]1OC2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)OC(OC9[C@@H](CO)OC(C1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,,,CHEMBL1909046,,,,CHEMBL407030,,CHEMBL407030,,False,,1539796,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
414,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653344,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],,,CHEMBL1909046,,,,CHEMBL64894,GENTIAN VIOLET,CHEMBL459265,,False,,1539804,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
415,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653345,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],,,CHEMBL1909046,,,,CHEMBL64894,GENTIAN VIOLET,CHEMBL459265,,False,,1539804,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
416,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653487,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C(O)CO,,,CHEMBL1909046,,,,CHEMBL252557,GLYCOLIC ACID,CHEMBL252557,,False,,1539812,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
417,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653488,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=C(O)CO,,,CHEMBL1909046,,,,CHEMBL252557,GLYCOLIC ACID,CHEMBL252557,,False,,1539812,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
418,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653621,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccccc1OCC(O)CO,,,CHEMBL1909046,,,,CHEMBL980,GUAIFENESIN,CHEMBL980,,False,,1539820,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
419,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7653622,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccccc1OCC(O)CO,,,CHEMBL1909046,,,,CHEMBL980,GUAIFENESIN,CHEMBL980,,False,,1539820,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
420,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7654061,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL1909046,,,,CHEMBL941,IMATINIB,CHEMBL941,,False,,1539844,,15,False,,,IC50,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,IC50,,,,
421,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7654062,[],CHEMBL1909108,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL1909046,,,,CHEMBL941,IMATINIB,CHEMBL941,,False,,1539844,,15,False,,,Ki,,,,CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,9606,,,Ki,,,,
